name,heat,carbohydrate,fat,protein
Easy Fun 高蛋白夹心卷(牛奶味),485,57.00,20.4,17.90
什锦糖果,399,98.90,0.2,0.30
冰淇淋(金百合),202,25.30,10.5,3.30
瑞士莲 椰子味白巧克力,600,47.50,45.0,7.50
巧克力(果仁),511,53.50,33.5,9.90
娃娃头,215,24.60,8.6,9.80
VC饼干,573,43.20,39.7,10.80
肯德基 原味圣代(巧克力酱),222,33.79,6.43,6.43
丹麦蓝罐 曲奇,546,58.90,31.6,6.50
统一生机 天然蜜枣干,272,65.80,0.0,2.00
奥赛 山楂串串,288,69.70,0.0,0.00
佐久间润喉糖罐,392,98.00,0.0,0.00
蚕豆(炸),447,40.40,20.0,26.70
明治 雪吻巧克力(黑巧克力),582,36.30,46.6,5.60
Alfort 巧克力饼干,544,61.43,30.63,5.56
英佰瑞 72%黑巧克力,569,29.20,47.2,6.70
乐家  乐家杏仁糖,556,47.22,41.67,5.56
清凉杏肉,311,79.00,0.2,2.00
喜相逢 牛轧糖,422,64.30,11.9,11.20
欧儿五谷麦麸饼,501,65.00,22.5,9.00
吉百利 怡口莲蓝莓牛奶巧克力夹心太妃糖,460,69.30,17.84,4.68
格力高 杏仁牛奶糖,429,74.97,12.21,4.72
英佰瑞 85%黑巧克力,562,16.40,50.9,9.50
巧克力(酒芯),401,72.20,12.0,1.30
不二家 雪糕巧克力,557,53.26,35.43,6.30
义美 蔓越莓巧克力,418,69.33,14.22,3.11
安维 SOSO冻,82,20.20,0.0,0.00
奶油蛋糕,379,56.50,13.9,7.20
青梅果脯,314,77.40,0.6,1.20
丹帝 DAN·D·PARKCANTALOUPE哈密瓜条,367,90.00,0.0,0.00
糙米馆 荞麦五谷糙米饼,650,40.00,50.0,3.00
珍珠 原味姜糖,400,100.00,0.0,0.00
德芙 摩卡榛仁和牛奶夹心巧克力,558,56.80,34.3,6.40
日本可可蛋卷(浪漫多),487,73.08,19.23,6.41
长思 水晶阿胶蜜枣,328,78.70,0.0,1.50
米老头 农夫小舍麦通(芝麻味),446,76.00,14.0,4.00
德芙 榛仁果粒巧克力(新),546,56.11,34.44,6.67
荷氏 冰泉蓝莓口味薄荷糖(无糖),398,98.00,0.0,0.00
彩虹果汁糖(酸劲味),386,86.20,6.0,0.00
炸糕,282,37.30,12.3,6.10
彰化大村 巨峰葡萄,351,73.70,0.0,14.00
豌豆黄,138,26.70,0.6,7.50
炸洋葱圈,476,70.30,21.3,4.30
阿斯托利亚 百分百纯黑巧克力,614,15.30,54.7,13.30
恩度农庄 太空果(天然冻干荔枝),70,16.60,0.0,0.90
卡夫 鬼脸嘟嘟果味双心草莓葡萄口味夹心饼干,496,70.30,22.4,4.90
太平 梳打饼干海苔口味,485,65.20,22.4,8.20
苏打饼干,408,76.20,7.7,8.40
和路雪 环球珍选香草之悦(香草口味冰激凌),183,23.58,8.3,3.40
牛奶饼干,408,80.30,6.1,8.10
Vinamit苹果干,346,82.14,3.57,0.00
儿童营养饼干,447,72.10,12.9,10.80
思朗 纤麸高纤消化饼干 380g(2片*20包),476,59.10,23.2,7.50
珍奇味 西梅,261,63.60,0.5,3.30
德芙 香浓黑巧克力(盒装),522,58.57,33.57,5.00
silang 纤麸黑芝麻消化饼干,473,70.00,18.0,7.00
好时 草莓糖浆,250,65.00,0.0,0.00
麻烘糕,398,87.20,3.8,3.80
EDO PACK EDO芝士饼,476,68.00,16.0,11.00
和路雪 可爱多蛋筒香草味,342,35.80,20.4,4.70
北田蒟蒻糙米卷(牛奶味),352,73.00,4.0,6.00
新家园 烤馍锅巴(比萨风味) 75g,400,60.00,14.0,9.07
哈根达斯冰淇淋(牛奶太妃味),274,26.42,16.04,4.72
德芙 牛奶巧克力和黑巧克力精巧装,543,59.50,32.1,5.30
金帝牌Vanii桑菊糖,396,99.00,0.0,0.00
samui 香酥椰子,650,40.00,52.5,5.00
莱克塞斯 瑞典脆薄饼干,316,62.70,2.2,10.40
蒸萝卜糕,86,11.00,3.6,2.30
麦当劳奶昔(朱古力味),163,28.65,3.93,3.65
三颗 无核阿胶贡枣(低糖),321,78.80,0.1,1.00
IKEA姜糖饼干,467,70.00,16.67,6.67
奶油,879,0.90,97.0,0.70
和路雪 可爱多超级大碟,319,36.63,17.63,3.50
大润发 巧克派(巧克力味注芯蛋糕),365,64.10,9.0,4.20
SOYJOY大豆果滋棒(朱古力香橙),493,48.80,25.56,16.67
好力爽 无糖薄荷糖,404,95.59,0.0,0.00
波力 海苔卷,530,55.56,30.56,8.33
梁丰 麦咪 代可可脂牛奶巧克力,495,69.50,22.7,3.30
向日葵 芒果夹心饼干,417,75.00,12.5,8.33
魔力纤 黄金奇异果,280,66.50,0.6,2.20
郦波 江米条,437,77.10,11.7,5.70
蜜麻花,369,63.20,11.0,4.80
麦当劳 朱古力新地,301,51.50,8.4,4.80
和路雪 经典品味曲奇奶风曲奇香奶口味冰淇淋(杯装),203,26.90,9.0,3.70
闲趣 清咸海苔风味咸饼干,502,64.00,23.0,9.00
巧克力派,425,69.20,17.7,4.30
薄荷松仁粽子糖,406,100.00,0.0,0.00
万亩园 阿胶蜜枣,339,80.63,0.34,1.98
乐天 米花,430,74.00,14.0,8.00
瑞盛源 低糖阿胶枣,321,78.80,0.1,1.00
十月初五麦稣杏仁条,533,56.67,30.0,10.00
饼干,435,71.70,12.7,9.00
杜老爷 特级冰淇淋(草莓),200,24.10,10.4,2.70
油茶,96,20.00,0.9,2.40
华美 牛奶搭档粗纤维饼干(原味)170g,487,65.60,20.31,10.04
Vinamit凤梨干,511,64.29,28.57,3.57
雪糕(百乐宝),147,20.10,6.2,2.80
十月初五素肉凤凰卷,500,66.67,23.33,10.00
金冠我就爱杏仁奶吧,509,62.20,26.8,5.30
冰砖,153,20.00,6.8,2.90
珍奇味 阿胶贡枣,361,84.00,0.5,2.20
和路雪 草莓果粒经典冰淇淋,195,25.20,9.3,2.60
棒冰,73,16.10,1.0,0.00
吉百利 巧克力饼干,495,62.30,24.4,6.80
北美阳光 高钙琼脂山楂条,95,22.00,0.6,0.50
巧克力,589,53.40,40.1,4.30
克莉丝汀蒟蒻果冻(苹果口味),75,18.28,0.0,0.13
精益珍沙琪玛(蛋酥味),426,31.30,13.91,6.96
雅格丝 开心果夹心超细滑纯巧克力,426,74.30,13.7,1.30
乐购 青口梅,67,14.40,0.6,0.70
福乐果 蔓越莓干,367,80.00,1.67,0.00
栗源 甘栗仁 袋装105g,235,40.30,1.5,4.60
月饼(唐王赏月),418,57.80,18.4,8.00
WeightWatchers‘ WeightWatchers雪糕棒(英式太妃脆片味),138,16.25,7.5,1.25
和路雪 可爱多,334,36.50,19.2,4.00
和路雪 -迷你可爱多(香草),343,35.50,20.0,4.50
德芙 心随倍醇黑巧克力(66%可可),575,46.10,42.5,6.30
和路雪 轻优低脂香草味雪糕,105,15.73,2.8,4.13
饼干(咸),496,62.70,25.6,8.40
福来酥,470,64.20,21.4,6.20
梅間屋 梅问屋 烧き梅(原味),161,36.90,0.0,3.10
UHA 特浓巧克力牛奶糖(新袋装),454,80.30,13.3,3.20
十月初五鲍鱼酥,500,63.33,23.33,6.67
果冻(草莓水果冻),71,17.20,0.2,0.10
蛋糕,348,67.10,5.1,8.60
和路雪百乐宝真豆红豆口味雪糕,138,23.62,3.28,3.10
和路雪 迷你可爱多曲奇口味,325,39.00,17.5,3.50
灌肠(湿),134,32.80,0.3,0.20
薄荷健康 薄荷 巧克力爆米花,556,70.00,25.56,3.33
M&M's mm花生牛奶巧克力豆,522,61.60,27.2,9.20
哈根达斯冰淇淋(葡萄兰姆酒味),255,20.75,16.04,3.77
恺撒威登 愷撒威登 香橙味威化巧克力,537,61.00,30.5,4.50
油炸豆瓣,406,54.70,9.8,25.10
和路雪 轻优蛋白质豆乳雪糕,112,17.73,3.07,6.13
起酥,500,45.10,31.7,8.70
可康 果冻条(苦瓜味),92,23.00,0.8,0.00
燕之坊 核桃芝麻禅食 600g,483,36.10,39.8,15.90
巧克力(维夫),575,49.70,38.4,8.20
妙果仁心杏仁酥,471,60.00,23.0,6.00
cote d'or 70% 黑巧克力,590,30.00,49.0,7.00
春日井 荔枝味软糖,325,75.00,0.0,5.00
洽洽 早餐派蛋黄味注心蛋糕,390,52.00,17.0,7.00
爆米花,387,77.78,4.54,12.94
佳梅 真之玫瑰,230,55.40,0.4,1.10
麻花,527,53.40,31.5,8.30
单层奶酪汉堡包(夹奶酪，单层肉饼，加调料酱和蔬菜),235,18.30,12.9,11.60
核桃薄脆,493,61.10,24.6,9.80
酥香兰花豆,419,61.70,13.6,12.80
阿联酋皇 冠椰枣,302,58.70,0.0,37.00
枣家庄 无核酸枣,320,78.00,0.0,0.00
统一生机 天然櫻桃干,321,81.60,0.9,0.30
太妃糖,452,72.80,16.5,3.70
四洲 番茄味梳打饼,446,76.89,11.68,8.08
佳梅 真之应子,186,40.10,0.1,5.00
宫廷蛋糕,335,69.20,3.4,7.40
梦想 杂粮饼干,532,19.40,23.0,9.70
雀巢 鹰唛炼奶370G,332,55.90,8.3,7.70
新益达至尊清新西柚味无糖口香糖,171,75.00,0.0,0.00
玉米片(低钠),384,89.90,0.3,7.70
正北 牌纯净半方糖,400,100.00,0.0,0.00
粟米脆,553,58.50,34.7,5.60
明治 雪吻巧克力(绿茶味),576,37.00,45.5,5.80
DQ暴风雪(焦糖布朗尼味),181,27.53,5.92,4.18
熊出没手工蛋卷,559,53.80,36.0,5.80
日本北海道浓厚哈密瓜牛奶糖,139,77.89,8.16,5.00
UHA 特浓抹茶牛奶糖(袋装),418,88.40,6.0,2.70
桃脯,315,77.60,0.4,1.40
vinamit 芋头条,536,64.29,28.57,1.79
女生月舒糖,390,96.20,0.0,0.70
胜利 红酒口味纯黑巧克力,511,59.80,27.8,5.60
小美 巧克力冰淇淋,164,20.36,7.97,2.58
茶汤,93,21.50,0.1,1.50
春日井 补水巧克力,586,43.00,40.0,13.00
DQ冰雪皇后奥利奥暴风雪标准杯,204,29.94,7.49,4.19
德芙 心随清新蓝莓黑巧克力,542,59.40,32.2,5.00
吉百利 碳烤杏仁牛奶巧克力,542,48.90,33.6,10.00
京都 草莓味蛋糕卷,452,56.95,22.55,5.25
歌帝梵 巧克力,548,61.90,30.95,4.76
克莉丝汀 蒟蒻果冻 白桃口味,64,15.73,0.0,0.12
巧克力(充气),543,54.90,32.8,9.20
魔吻 黑巧克力牛奶巧克力,603,43.00,43.5,5.00
哈根达斯冰淇淋(咖啡味),255,19.81,16.98,4.72
和路雪 百乐宝小牛奶,148,20.80,5.9,2.80
水晶糖,395,98.30,0.2,0.20
汤泡,237,25.20,11.6,8.10
纯手工牛轧糖,500,45.00,23.0,12.00
钜记 原味姜糖,382,84.00,5.0,1.00
吉百利 荷氏柠檬香蜜薄荷糖,379,95.00,0.0,0.00
家乐福 苹果味超Q糖,371,79.80,3.6,5.00
乐事 薯片(意大利香浓红烩味),521,53.00,30.67,7.00
台湾一番 金煌芒果干,373,91.00,0.7,0.60
美食嘉 白苏打饼,498,52.00,29.0,6.00
蛋糕(巧克力),437,40.20,30.4,4.70
美味香酥卷,368,76.70,3.6,7.50
怪味胡豆(零食),403,69.60,12.1,12.60
北海道男爵山芋软糖,419,83.75,8.61,1.94
酥皮糕点,429,65.00,15.5,8.10
单层汉堡(单层肉饼，无调料酱),316,31.10,14.9,14.50
绿康 中国特产蜜枣,284,72.37,0.63,3.14
M&M's 牛奶巧克力豆,498,72.30,21.4,4.70
喜多多什锦椰果,57,13.80,0.2,0.10
德芙 恋语榛子酱夹心巧克力,563,56.00,35.2,6.50
北田 蒟蒻糙米卷(海苔味),600,49.00,43.5,3.20
奥赛山楂羹,320,78.00,0.0,0.70
雀巢 鹰唛巧克力味炼奶,328,57.00,7.5,7.30
瑞士莲 厄瓜多尔75%黑巧克力,500,27.50,40.0,10.00
寻香记 糯米锅巴,153,18.00,8.0,1.00
森活 高纤蒟蒻干(苹果味),277,67.00,1.0,2.00
always 榛子巧克力,555,56.36,32.73,8.18
夏威夷果仁糖,642,22.50,53.8,7.50
哈根达斯冰淇淋(芒果味),236,26.42,13.21,3.77
大荣制果抹茶味牛奶软糖,423,73.30,13.5,2.10
诗琳娜 干酪奶油味夹心饼干,517,60.10,26.5,9.40
汉波 山楂果肉泥,235,50.80,3.3,0.40
美怡乐 菠萝棒冰,67,16.30,0.0,0.00
雀巢 营养谷物早餐——纤怡,368,79.80,3.0,8.00
多良见水果冻杯(什锦),66,16.31,0.06,0.19
柳橙冰棍,84,22.10,0.0,0.00
糊涂机长鸡蛋沙琪玛,350,34.80,20.2,6.40
沃尔玛 苹果派,282,34.95,15.53,2.91
十月初五杏仁饼,493,69.23,15.38,7.69
酥糖,436,75.60,13.9,6.00
奶油(食品工业),504,0.00,55.5,1.10
山楂果丹皮,326,80.00,0.8,1.00
可爱多 非常香草口味冰淇淋松脆蛋筒,334,36.50,19.2,4.00
kaini 红葱E力饼,355,77.10,3.7,3.20
歌帝梵 牛奶巧克力(可可含量百分之31),550,55.00,32.5,7.50
嘉士利 花卷威化饼干 (麻香口味),555,53.40,34.3,8.60
曲奇饼,546,59.10,31.6,6.50
麦芽糖,331,82.00,0.2,0.20
和路雪 红豆冰棍,91,22.25,0.0,0.50
四洲超爽薄荷糖(梅子味),400,100.00,0.0,0.00
金糕条,303,74.60,0.6,0.60
四味粽子糖,397,98.30,0.4,0.10
百乐宝 巧克力雪糕,174,19.20,9.6,2.50
7D 芒果干,381,90.48,0.0,2.38
美丽家食品 巧脆可可小饼,474,59.06,21.7,6.23
肯德基 薯条,298,40.50,15.5,4.30
水晶饼,438,70.50,17.4,0.20
佳梅 真之梅肉,168,35.70,0.6,2.00
祖名 豆腐干(五香味),342,14.80,23.1,17.50
和路雪 迷你可爱多(草莓味),281,37.50,13.0,3.00
空心脆枣,376,88.60,1.2,6.50
达能 曲奇星香浓巧克力酥性饼干,502,66.00,23.0,7.00
魔力纤 巨峰葡萄+酵母,360,84.20,0.9,4.20
杏脯,333,82.00,0.6,0.80
乐购 WHIPPINGCREAM鲜奶油,370,2.60,38.7,1.90
华元如果蒟蒻椰果果冻,90,23.00,0.0,0.00
BOORBON牛油曲奇饼干,520,63.00,27.0,7.00
益口 高纤麦麸饼&坚果燕麦饼,495,63.50,22.3,9.50
春日井 坚糖(扭曲味),333,75.00,0.0,4.50
和记饼业 盲公饼,438,75.00,14.06,6.25
山楂脯,255,62.90,0.6,0.50
金帝 65%可可薄片黑巧克力,580,35.70,46.5,5.80
歌帝梵 黑巧克力(可可含量百分之72),600,47.50,42.5,7.50
梦龙 香草口味巧克力酱冰淇淋,317,29.53,20.47,3.75
日清 香脆片薯片味,472,69.10,18.4,7.60
四洲泡泡乐糖,400,98.60,0.0,0.00
十月初五椰蓉酥,533,60.00,30.0,6.67
江米条,440,78.10,11.7,5.70
Silang 椰子薄饼,515,54.55,30.3,6.06
三刀蜜,385,69.30,10.5,4.10
月饼(枣泥),427,64.90,15.7,7.10
李广杏脯,293,72.10,0.3,2.80
正和 山楂片,375,85.38,3.0,0.51
冰淇淋(草莓圣代),145,27.70,2.6,2.90
果然多cc卷蜜桃味,390,79.70,7.2,0.30
培根汉堡(夹熏肉，奶酪，加调料酱),311,19.00,18.9,16.40
阿尔卑斯巧克力夹心卡布奇诺咖啡太妃糖,406,79.00,8.5,2.70
奶糖,407,84.50,6.6,2.50
果冻(蒟蒻椰果冻),109,27.80,0.0,0.00
杜老爷 特级冰淇淋(巧克力),204,23.50,10.7,3.30
蛋糕(黄蛋糕),320,57.10,6.0,9.50
和路雪绿豆妹妹冰棍,120,27.50,0.3,1.40
好时 焦糖糖浆,268,65.85,0.0,2.44
绿豆饼,122,12.70,1.2,15.20
麦当劳 草莓新地,258,46.10,6.2,4.30
森永 牛奶糖,424,84.00,8.4,2.40
维维 嚼益嚼(草莓),436,48.15,20.0,13.70
梦龙 香草口味冰淇淋比利时风味,315,29.84,20.47,3.13
冰淇淋(加奶油),211,20.50,12.8,3.50
自然派 白芝麻软糖,396,78.10,7.3,3.50
鲜奶油,200,20.00,10.0,6.67
纤而乐 健康糖,370,92.00,0.0,1.00
Green & Black's 绿与黑  Green and Blacks有机70%黑巧克力,551,36.00,41.1,9.30
雀巢 ROLO巧克力布丁(太妃味),243,30.01,11.9,3.30
德芙 心随香浓黑巧克力,542,59.50,32.3,5.00
和路雪 草莓迷情经典,201,24.90,9.9,2.80
三角 蜂蜜奶油杏仁黑巧克力,500,50.50,30.0,6.00
可爱多 baby迷奇家族巧克力冰淇淋迷你蛋筒,347,37.00,19.9,5.00
Waitrose 鲜奶油,370,3.00,38.9,1.90
顶汁味 益母新红糖,92,95.80,0.0,0.90
飞瑞尔 优质特醇丝滑黑巧克力,560,30.00,45.0,8.00
好丽友 熊猫派派(巧克力味注心),471,48.52,5.19,27.78
胜利 纯黑巧克力(72％),520,27.50,36.8,9.90
吉百利 怡口莲,416,61.40,16.7,4.50
薯片(烧烤味),548,53.40,37.6,7.50
UHA 特浓奶糖(草莓味),359,73.00,6.0,2.20
京都念慈菴 京都念慈庵枇杷糖,402,97.03,0.7,0.24
泡泡糖,360,89.80,0.0,0.20
茯苓夹饼,345,84.30,0.4,4.40
诺丁 海洋物质海苔饼干,383,61.00,12.0,7.30
薯片(香辣味),555,46.60,40.0,7.40
焦圈,534,48.90,34.9,6.90
智神 阿胶蜜枣,314,75.80,0.2,1.00
Sablé sable椰子饼干,500,71.43,21.43,4.76
栗羊羹,302,70.90,0.6,3.70
硬皮糕点,466,63.50,20.1,8.40
和路雪 经典品味星点巧克力(巧克力口味冰激凌),221,25.20,11.6,3.80
板油酥饼,360,49.40,14.9,7.60
果冻(蒟蒻冻),100,25.60,0.0,0.00
拉伦斯 黑巧(75%),497,34.00,45.6,8.30
EDO PACK EDOPACK一口酥奶酪味,472,70.00,20.0,5.00
好吃点高纤粗粮饼,502,42.00,33.0,6.80
闲趣 香葱蔬菜味咸饼干,502,64.00,23.0,9.00
蛋糕(水果),347,61.60,9.1,2.90
雪の恋 日式麻薯,368,86.70,1.5,1.90
达能 巧克力夹心饼干,508,64.70,27.2,4.10
旺仔牛奶糖(红豆牛乳味),429,78.90,11.0,2.80
熊出没 注意减盐苏打饼干,294,40.00,12.0,6.40
奇客 全麦饼(无蔗糖),503,55.30,26.3,8.30
北田 99能量棒(南瓜夹心味),524,51.50,33.9,3.50
和路雪香草姐姐 香草口味雪糕,160,24.50,5.8,2.30
巧克力(黑),516,63.10,30.0,4.20
和路雪 百乐宝奶昔(香草口味),154,24.22,5.2,2.16
和路雪巧克力脆享经典,347,24.20,26.3,3.80
达能 牛奶佳钙香葱饼干,459,70.00,16.0,8.00
香橙水果馅饼,445,64.20,19.0,4.80
乐一百 杂果软糖夹心巧克力,460,71.00,17.0,6.00
诺丁 田园物质蔬菜饼干,397,61.00,13.2,8.00
蒙牛 华江 逍遥味饼干,430,79.00,9.0,6.50
纳贝斯 克蔬菜饼干,500,63.33,23.33,6.67
金色传奇鱿鱼丝(原味),345,3.00,7.4,66.70
Skrttle's 彩虹果汁糖,414,91.70,4.7,0.00
达利园 高纤煎麸饼,511,42.00,34.0,6.80
悠哈 巧克力夹心椰子牛奶糖(袋装),373,77.80,6.3,2.70
日清 香脆片芝麻味,454,72.60,14.5,8.20
龙虾片,342,85.50,0.1,0.60
Eclipse Mints薄荷糖,340,97.00,0.0,0.00
叉烧酥,440,31.00,31.0,8.90
维鲜 手指饼,384,79.50,3.8,7.80
雀巢咖啡 雀巢NESTLE咖啡(香浓),47,8.20,1.0,1.00
特惠牌柠檬味麦芽夹心饼,448,72.41,13.79,6.90
雀巢 HEAVEN瑞士黑巧克力(70%可可),559,30.70,44.9,8.00
琪芝香 阿兴豆沙面包,306,60.60,2.5,9.40
荟食 芒果水果雪泥(香芒幽梦),63,14.63,0.0,0.82
甘草杏,180,46.10,1.1,2.70
金糕,178,44.00,0.3,0.20
吉百利 荷氏绿茶口味薄荷糖,393,96.00,0.0,0.00
明治 澳洲坚果夹心绿茶巧克力,516,35.60,39.3,5.70
月饼(桂花板栗),331,66.30,6.6,5.70
韩国好丽友烤鱿鱼味膨化食品,517,63.33,26.67,6.67
7-ELEVEN草莓寒天雪糕,118,22.29,2.29,2.14
好德鸡蛋沙琪玛,350,34.80,20.2,6.40
八宝粥(亲亲牌),76,8.80,4.0,2.10
夹心糖,494,74.20,20.7,2.60
珍奇味 加州去核西梅,263,63.50,0.5,3.30
思郎 早点道全麦早餐饼干(韧性饼干),442,66.00,18.0,7.00
御の味 综合蔬菜大饼,438,82.00,9.0,7.00
扇雀饴低卡无砂糖可可糖,298,76.00,2.5,2.63
蒙牛随变经典香草口味雪糕,260,20.10,19.2,2.00
奥赛山楂饴,320,77.98,0.06,0.66
PEACOCK 盖奇焦糖巧克力棒,519,62.96,22.22,7.41
lonny欧儿  五谷麦麸饼 黑心,500,65.00,22.5,9.00
锅巴(小米),554,54.60,36.9,6.00
Baskin-Robbins 华夫筒,421,73.68,10.53,5.26
优龙小熊饼(巧克力),473,48.00,17.0,32.00
星巴克 低糖果汁软糖,270,55.00,0.1,4.20
单层奶酪汉堡(夹奶酪、单层肉饼，加调料酱),263,23.50,12.5,14.10
德芙 牛奶巧克力,545,59.40,31.7,6.10
麦当劳 草莓奥利奥麦旋风,309,51.30,9.2,5.40
哈根达斯冰淇淋(巧克力味),255,20.75,16.98,4.72
DARS 白巧克力,594,49.17,40.63,7.50
卡夫 趣多多巧克力曲奇饼(咖啡味),502,66.30,24.5,5.00
熙洋 猴头菇苏打饼干 380g 16袋,548,53.50,33.8,7.90
士力架 花生夹心巧克力(35g装),485,58.29,24.0,8.57
德芙 心语巧克力,569,54.38,36.25,6.88
海棠脯,290,72.80,0.2,0.60
大湖 APRICOT杏脯,204,41.50,0.2,4.30
魔力纤 大湖鲜草莓,360,83.60,0.9,4.10
雅格丝 香蕉夹心超细滑巧克力,425,73.80,13.7,1.40
德芙 纯可可豆夹心巧克力,551,56.00,34.2,6.60
米果屋玉米棒饼(起士味),640,44.00,50.0,4.00
乐之 三明治酸奶饼干,512,62.90,27.6,4.60
原野屋嘉芙派日式薄煎饼(椰子味),450,75.00,10.0,10.00
沪生堂糖研工坊姜汁红糖,390,96.20,0.0,0.70
紫雪糕,228,23.60,13.7,2.60
玄米馆 蛋黄夹心松饼,650,40.00,50.0,3.00
雅格丝 蔓越莓香橙夹心超细滑纯巧克力,425,74.10,13.7,1.40
Sugar In The Raw 天然蔗糖,400,100.00,0.0,0.00
四洲什果味糖,392,97.60,0.0,0.00
jhornton's 75%黑巧克力,563,26.30,46.9,8.10
钙奶饼干,446,73.90,13.2,8.40
赛园 巧酸榄,112,27.00,0.0,0.50
德芙 心语礼盒装巧克力,556,57.30,33.9,6.20
沙琪玛蛋酥,506,58.10,30.4,5.90
歌帝梵 纯巧克力72%,525,32.50,42.5,7.50
雪糕(红豆缘),212,42.90,4.8,2.70
鸿达 蔬菜味粗纤维饼干,512,59.52,23.81,8.10
可瑞安奶油夹心饼,547,59.38,31.25,6.25
蜜月 柠檬花蜂蜜 200g,325,80.00,0.0,0.00
雪米饼,463,76.40,17.6,5.50
喜之郎 CICI果冻,56,14.00,0.0,0.00
超级 3+1怡保炭烧白咖啡,438,77.00,13.0,3.50
德芙 奶香白巧克力,569,52.40,36.3,8.40
炒肝,96,3.30,8.0,2.80
荷氏 冰极原味薄荷糖(无糖),398,98.00,0.0,一
乐天 木糖醇口香糖(苹果味),152,90.91,0.0,0.00
魔力纤 魔力芭乐干,283,65.30,0.8,3.60
优之良品 魔力纤魔力神秘果,280,66.50,0.6,2.20
甘乐 异国风情硬糖,387,95.10,0.5,0.60
江米条,439,77.70,11.7,5.70
红薯干,338,83.90,0.1,2.40
冰淇淋(巧克力圣代),173,29.00,4.8,3.60
达能 三层高钙梳打(芝麻味),480,60.00,22.0,10.00
芒果口味冰激凌(合装),281,39.00,12.5,3.00
荷氏冰球(无糖)蓝莓口味,234,96.50,0.0,一
倍乐思 蓓乐思BERYL’SCHOCOLOATE,536,51.00,33.0,10.00
何氏柠檬香蜜薄荷糖,379,95.00,0.0,0.00
皇室悠乐多牛奶麦片甜脆饼干,473,73.30,15.8,8.21
乐天 蛋黄派,455,54.55,27.27,4.55
春日井 抹茶味硬糖,411,87.60,5.4,3.00
大为 白苏打饼干(花椒味),495,55.00,26.0,10.00
seleco 香脆烤海带圈 (辣味),354,64.29,2.5,18.57
吉百利 巧心玉巧克力夹心硬糖(原味),438,85.56,8.61,0.83
义美健康取向全麦苏打饼干,477,63.64,20.0,10.23
森永 黑糖牛奶糖,454,83.20,11.6,3.20
好劲道上汤牛骨面麻辣味,454,55.00,16.9,8.80
品客 薯片(原味),530,51.40,35.1,2.70
台湾精益珍芝麻味沙琪玛,426,31.30,19.13,6.96
EDO PACK EDO提拉米苏威化饼,500,68.00,22.0,7.00
WeightWatchers‘ WeightWatcher6 英寸奇士牛排三明治,137,34.31,1.47,4.90
stoneridge 樱桃干,325,80.00,1.25,2.50
和路雪 蓝莓口味冰淇淋,192,27.20,8.1,2.40
优の品撮mint 话梅肉(李肉条),311,79.10,0.71,1.10
荷氏午夜风暴薄荷糖,386,96.00,0.0,0.00
绿豆糕,351,73.40,1.0,12.80
奶油五香豆,279,54.00,2.0,26.20
孔雀 卷心饼(鸡蛋布丁口味)63g,559,53.50,35.0,7.40
和路雪 梦龙榛仁松露巧克力冰淇淋,348,29.38,23.59,4.69
百乐宝红豆口味雪糕,138,23.70,3.3,3.10
EDO PACK EDO饼干(含DHA),524,58.94,27.03,8.01
面包条(白),283,51.10,5.2,8.30
嘉顿 手指饼干巧克力味,431,76.90,9.4,9.00
和路雪 迷你可爱多(黑巧克力),335,39.00,18.0,4.00
和路雪 迷你乐雪球巧克力冰淇淋,320,33.80,18.9,3.70
棒冰(奇彩旋),95,21.30,1.1,0.00
Cote D'or Orange Noir 70%巧克力(橘子味),575,33.50,46.0,6.40
鸡汁味干脆面(面饼+调味料),505,55.20,27.0,11.40
青芒果口味),92,22.39,0.0,0.00
suchard sensations薄荷黑巧克力,575,34.50,45.5,6.40
德芙 精心之选(礼盒),555,56.50,34.5,5.90
1848 NOIRcafe巧克力,540,35.50,40.8,7.40
盼盼 梅尼耶干蛋糕(柠檬味),532,60.50,28.9,7.60
哈根达斯雪芭(芒果味),105,32.46,0.0,0.00
黑贡枣,305,78.00,0.9,2.70
老厨 杀杀龙肉干,350,35.00,7.0,35.00
锅巴(豆香),528,62.80,30.6,7.60
Dan-D pak Dan·D Park Organic Apricots有机杏干,250,62.50,0.0,2.50
丘比 草莓酱(低糖度),241,59.00,0.0,0.00
旺旺雪饼(香辣味),400,86.67,1.67,3.33
煎萝卜糕,130,16.00,5.7,3.20
麦当劳 菠萝派,239,26.20,13.7,2.10
Rama 低脂烹饪奶油,85,5.00,7.0,1.00
德芙 什锦装巧克力,534,56.40,33.9,6.30
锄禾 黑芝麻核桃粉,311,62.00,5.0,6.00
黑雷神 巧克力棒,524,64.76,26.67,6.19
荷氏 特强薄荷糖,388,97.00,0.0,0.00
哈根达斯冰淇淋(抹茶味),245,19.61,16.67,4.90
达利园 高纤粗粮饼,502,42.00,33.0,6.80
宿雾牌 芒果干,381,92.86,0.0,2.38
Easy Fun 0卡醉醉冻(酒酿风味),0,10.50,0.0,0.00
三明治(夹烤牛肉片),247,24.10,9.9,15.50
达能 牛奶特浓夹心饼干,483,64.00,20.67,10.00
三明治(夹鸡肉片，无调料酱),284,21.30,16.2,13.30
麦当劳 香芋派,280,31.49,15.52,2.87
和路雪 迷你可爱多巧克力口味,346,37.00,19.5,5.00
小贝京 Q10芒果棒,385,96.30,0.0,0.00
海苔,270,50.40,4.8,29.40
德芙 榛仁巧克力,568,53.30,36.9,7.50
