rank,en,zh
243,eye,"[ai]
n.
眼睛, 视力, 眼光, 观点, 见解, 眼状物, 风吹来的方向, [气]风眼
vt.
看, 注视, 在...上打眼"
244,job,"[dʒɔb]
n.
工作, 零活, <口>职位, 事情
vi.
做零工, 打杂, 做股票经纪, 假公济私
vt.
代客买卖(股票,货物等), 批发, 承包, 欺骗"
245,word,"[wә:d]
n.
字, 词, 话, 消息, 诺言, 命令
vt.
为...措辞"
246,though,"[ðәu; ðә]
adv.
虽然, 可是
conj.
虽然, 尽管"
247,business,"['biznis]
n.
商业, 买卖, 交易, 生意, 事情, 事物, 营业, 商行"
248,issue,"['isju:]
n.
出版, 发行, (报刊等)期、号, 论点, 问题, 结果, (水, 血等的)流出
vi.
发行, 流出, 造成...结果, 进行辩护, 传下
vt.
使流出, 放出, 发行(钞票等), 发布(命令), 出版(书等)发给
[律]子女, 后嗣"
249,side,"[said]
n.
边, 旁边, 面, 侧面, 胁, 一方, (一个)方面, 摆架子
adj.
旁边的, 侧面的, 副的, 枝节的
vi.
站在同一边"
250,kind,"[kaind]
n.
种类, 性质
adj.
仁慈的, 和蔼的, 亲切的, 友爱的"
251,four,"[fɔ:]
num.
四, 四个, 第四(卷,章,叶等)"
252,head,"[hed]
n.
头, 头脑, 领袖, (队伍, 名单等)最前的部分, 人, 顶点
vt.
作为...的首领, 朝向, 前进, 用头顶
vi.
成头状物, 出发
adj.
头的, 主要的"
253,far,"[fɑ:]
adj.
(常用于书面语)远的, 久远的, 遥远的
adv.
(表示空间或时间上的距离)远, 很远, 遥远地, 久远地, 甚远地, 很, 很晚地
n.
远处, 远方"
254,black,"[blæk]
n.
黑色, 黑颜料, 黑人
adj.
黑色的, 弄脏了的, 忧郁的
vt.
(使)变黑, 涂黑"
255,long,"[lɔŋ]
adj.
长的, 长期的, 做多头的, 高的
vi.
渴望, 热望
adv.
长期地, 始终
n.
长时间, (市场上)做多头的人, [语音]长音节"
256,both,"[bәuθ]
adj.
两者, 双方的
pron.
双方, 两者"
257,little,"['litl]
n.
少许, 一会儿, 短时间
adj.
很少的, 矮小的, 短暂的, 琐碎的
adv.
很少, 稍微, 完全不"
258,house,"[haus]
n.
房子, 住宅, 库房, 机构, 家庭, 家族, 议院, 剧场
vt.
给...房子住, 收藏, 覆盖
vi.
住, 躲藏(up)"
259,yes,"[jes]
adv.
n.是"
260,after,"['ɑ:ftә]
adv.
prep.conj.在...之后, 在...后面, 模仿, 与...一致, 以...命名, 后来的, 后面的"
261,since,"[sins]
adv.
以后, 后来, 以前
prep.
自从, 自...以来
conj.
自...以后, 自...以来, 因为, 既然"
262,long,"[lɔŋ]
adj.
长的, 长期的, 做多头的, 高的
vi.
渴望, 热望
adv.
长期地, 始终
n.
长时间, (市场上)做多头的人, [语音]长音节"
263,provide,"[prә'vaid]
v.
供应, 供给, 准备, 预防, 规定"
264,service,"['sә:vis]
n.
服务, 服务性工作, 服役, 仪式
vt.
保养, 维修
adj.
(军队)服现役的, 服务性的, 仆人的, 耐用的"
265,around,"[ә'raund]
adv.
周围, 四周, 到处, 大约, 左右
prep.
在...周围, 四处"
266,friend,"[frend]
n.
朋友, 赞助者, 助手"
267,important,"[im'pɔ:tәnt]
adj.
重要的, 重大的, 有权力的, 有地位的"
268,father,"['fɑ:ðә]
n.
父亲, 岳父, 公(丈夫的父亲), 祖先, 前辈, 长辈, 神父, 创始者
vt.
当...的父亲, 保护, 创立, 治理, 发明, 培养"
269,sit,"[sit]
v.
(使)就座, (使)坐"
270,away,"[ә'wei]
adv.
在远处, 到远处, 离去"
271,until,"[әn'til, ʌn'til]
prep.
到...为止, 在...以前
conj.
到...为止, 在...以前, 直到...才"
272,power,"['pauә]
n.
能力, 力量, 动力, 权力, [数]幂, [物]功率
vt.
使...有力量, 供以动力, 激励"
273,hour,"['auә]
n.
小时, 钟头, ...点钟, 课时, (一段)时间"
274,game,"[geim]
n.
比赛, 游戏, 竞赛, [复]运动会, 玩耍, 比分, 比赛规则, 策略
vi.
赌博
adj.
勇敢的, 有胆量的, 关于野味的, 跛的"
275,often,"['ɔ(:)fn, 'ɔ:ftәn]
adv.
常常, 经常"
276,yet,"[jet]
adv.
仍, 至今, 益发, 更
conj.
然而, 但是"
277,line,"[lain]
n.
绳, 索, 线路, 航线, 诗句
vt.
排成一行, 顺...排列, 划线于, 使有线条, 使起皱纹
vi.
排队"
278,political,"[pә'litikәl]
adj.
政治的, 行政上的"
279,end,"[end]
n.
末端, 尽头, 结束, 目标, 限度, 梢, 末端, 死亡
v.
结束, 终结, 终止"
280,among,"[ә'mʌŋ]
prep.
在...之中, ...之一"
281,ever,"['evә]
adv.
曾经, 永远, 不断地, 在任何时候, 究竟"
282,stand,"[stænd]
n.
停止, 抵抗的状态, 立场, 立足点, 看台, 架子, 台
v.
站, 立, 站起, (使)竖立, (使)位于, 维持不变, 持久, 经受"
283,bad,"[bæd]
adj.
劣质的, 有害的, 坏的, 不利的, 不健康的, 严重的"
284,lose,"[lu:z]
vt.
遗失, 浪费, 错过, 输去, 使失去, 使迷路, 使沉溺于
vi.
受损失, 失败"
285,however,"[hau'evә]
adv.
无论如何, 可是, 仍然, 究竟
conj.
不管用何种方法, 然而, 可是"
286,member,"['membә]
n.
成员, 会员, 议员, (人或动, 植物的)一部分, [语]子句, 成分, [逻]推论的命题"
287,pay,"[pei]
n.
薪水, 工资
v.
支付, 交纳, 给予, 有利, 值得, 合算"
288,law,"[lɔ:]
n.
法律, 诉讼, 法学, 法治, 司法界, 规律
v.
对...起诉, 控告
abbr.
[军] Light Anti-Tank Weapon, 轻型反坦克武器"
289,meet,"[mi:t]
n.
会, 集会
adj.
适宜的, 合适的
vt.
遇见, (迎)接, 与(某人目光)相遇, (赴约)和...会面, (经介绍)与...相识, 对付
vi.
相遇, 接触"
290,car,"[kɑ:]
n.
汽车, 小汽车, 车辆, 客车, [铁]车厢"
291,city,"['siti]
n.
城市, 都市, 全体居民, 城邦"
292,almost,"['ɔ:lmәust]
adv.
几乎, 差不多"
293,include,"[in' klu:d]
vt.
包括, 包含"
294,continue,"[kәn'tinju:]
v.
继续, 连续, 延伸"
295,set,"[set]
v.
放, 置, 移动到, 使(人或事物处于某种状态), 提出, 树立, 规定, 调整
n.
一套, 一副, 一批, 接受机, 装置, 趋势, 布景
adj.
固定的, 规定的, 坚决的, 固执的, 事先做好的"
296,later,"['leitә]
adj.
更迟的,更后的
adv.
稍后,随后"
297,community,"[kә'mju:niti]
n.
公社, 团体, 社会, (政治)共同体, 共有, 一致, 共同体, (生物)群落"
298,much,"[mʌtʃ]
adj.
许多的, 大量的
adv.
非常, 很, ...多, 更加, 非常, 得多, 多达, 多得多
n.
许多, 大量
num.
许多"
299,name,"[neim]
n.
名字, 名称, 姓名, 名誉
vt.
命名, 提名, 叫出, 指定
adj.
姓名的, 据以取名的"
300,five,"[faiv]
num.
五, 五个(人或物)
n.
五个一组, <口>五厘息金的证券"
301,once,"[wʌns]
n.
adv.一次, 从前, 曾经
conj.
一旦"
302,white,"[(h)wait]
n.
白色, 蛋白, 白种人
adj.
白(色)的, 白种人的"
303,least,"[li:st]
adj.
最小的, 最少的
adv.
最少, 最小"
304,president,"['prezidәnt]
n.
总统, 会长, 校长, 行长"
305,learn,"[lә:n]
vi.
学习, 听到, 获悉
vt.
学习, 学会, 认识到"
306,real,"['ri:әl]
adj.
真的, 真实的, 不动产的"
307,change,"[tʃeindʒ]
n.
改变, 变化, 转变, 找回的零钱, 找头, 辅币
vt.
改变, 变革, 改造, 兑换"
308,team,"[ti:m]
n.
队, 组"
309,minute,"[mai'nju:t]
n.
分, 分钟, 片刻, 一瞬间, 备忘录, 笔记
vt.
记录, 摘录, 测定时间
adj.
微小的, 详细的, 仔细而准确的"
310,best,"[best]
adj.
最好的
adv.
最好地, 最, 极
n.
最佳状态或作品, 最好的东西"
311,several,"['sevәrәl]
adj.
几个, 个别的, 单独的
pron.
几个"
312,idea,"[ai'diә]
n.
想法, 念头, 意见, 主意, 思想, 观念, 概念"
313,kid,"[kid]
n.
哄骗, 取笑, 开玩笑, 小孩, 小山羊
v.
哄骗, 取笑, 开玩笑, 欺骗"
314,body,"['bɔdi]
n.
身体, 肉体, 人, 尸体, 主要部分, 团体, 大量
vt.
赋以形体"
315,information,"[ˏinfә'meiʃәn]
n.
通知, 报告, 消息, 情报, 知识, 见闻, 资料, 起诉
信息"
316,nothing,"['nʌθiŋ]
n.
无, 不关紧要之事, [数]零
adv.
毫不, 决不
int.
什么也没有, 无"
317,ago,"[ә'gәu]
adv.
以前的, 以往的"
318,right,"[rait]
n.
正义, 公正, 正确, 权利, 右边, 右派
adj.
正当的, 正确的, 对的, 合适的, 恰当的, 健康的, 健全的, 正面的
adv.
正当地, 正确地, 一直地, 直接地, 完全地, 彻底地, 在右边"
319,lead,"[li:d]
vt.
领导, 引导, 致使
vi.
领导, (道路等)通向, 导致, 用水砣测深
n.
领导, 领先, 导线, 铅, (自船上测海水深度的)铅陲, 石墨, 铅笔芯"
320,social,"['sәuʃәl]
adj.
社会的, 爱交际的, 社交的, 群居的"
321,understand,"[ˏʌndә'stænd]
v.
懂, 了解, 听说, 推定, 以为, 省略"
322,whether,"['(h)weðә]
conj.
是否, 不管, 无论"
323,back,"[bæk]
adj.
后面的, 在后面, 早过去的, 前(欠)的钱
adv.
向后地
n.
背部, 后面
v.
后退, 支持"
324,watch,"[wɔtʃ]
n.
注视, 注意, 手表, 看守, 守护, 监视, 值班人
vt.
看, 注视, 照顾, 监视, 警戒, 守护, 看守
vi.
观看, 注视, 守侯
adj.
手表的, 挂表的"
325,together,"[tә'geðә]
adv.
共同, 一起, 合起来, 集拢地"
326,follow,"['fɔlәu]
vt.
跟随, 追随, 沿...而行, 理解, 遵循, 从事, 追求, 注视
vi.
跟随, 接着
n.
跟随, 追随"
327,around,"[ә'raund]
adv.
周围, 四周, 到处, 大约, 左右
prep.
在...周围, 四处"
328,parent,"['pєәrәnt]
n.
双亲, 父亲(或母亲)"
329,only,"['әunli]
adj.
唯一的, 单独的, 最好的, 最合适的
adv.
仅仅, 只不过
conj.
但是, 可是"
330,stop,"[stɔp]
n.
停止, 车站, 逗留, 障碍, 风琴的音栓, 填塞
vi.
停止, 被塞住
vt.
塞住, 堵塞, 阻止, 击落, 断绝, 终止, 难倒"
331,face,"[feis]
n.
脸, 面容, 表情, 威信, 正面, 地形, 外观
vt.
面对, 面向, 面临, 承认, 抹盖
vi.
朝, 向"
332,anything,"['eniθiŋ]
pron.
任何事"
333,create,"[kri'eit]
vt.
创造, 创作, 引起, 造成"
334,public,"['pʌblik]
n.
公众, (特定的)人群, 公共场所
adj.
公众的, 公共的, 公立的, 公用的"
335,already,"[ɔ:l'redi]
adv.
已经"
336,speak,"[spi:k]
v.
说话, 谈话, 说明事实, 表示意见, 发言, 演讲, 操(某种语言)"
337,others,"和some对比使用时, 是“有些”的意思而不是做“其他”讲。"
338,read,"[ri:d]
v.
读, 阅读, 理解, 学习
adj.
有学问的
n.
读取
vbl.
read的过去式和过去分词"
339,level,"['lev(ә)l]
n.
水平, 水平面, 水准, 标准, 级别
adj.
同高的, 平坦的, 齐平的, 水平的
vt.
使...水平, 夷平, 使同等, 瞄准, 对准
vi.
变平, 拉平"
340,allow,"[ә'lau]
vt.
允许, 承认"
341,add,"[æd]
vt.
增加, 添加, 计算...总和, 补充说, 又说
vi.
加, 加起来, 增添, 做加法"
342,office,"['ɔfis]
n.
办公室, 办事处, 事务所, <英>政府机关, 部, 公职, 职责, 帮助"
343,spend,"[spend]
v.
花费, 消耗, 用尽
vt.
度过, 消磨"
344,door,"[dɔ:, dɔә]
n.
门, 通道, 家, 户"
345,health,"[helθ]
n.
健康, 健康状态, 兴旺, 为健康干杯"
346,person,"['pә:sn]
n.
人, 身体, 容貌, [语法]人称"
347,art,"[ɑ:t]
n.
艺术, 艺术品, 技术, 巧妙, 美术"
348,sure,"[ʃuә]
adj.
对....有把握, 确信某事, 稳当的, 可靠的
adv.
的确, 当然"
349,such,"[sʌtʃ, sәtʃ]
adj.
这样的, 这种, 某一
pron.
这样的人(们)或物"
350,war,"[wɔ:]
n.
战争
vi.
作战, 打仗"
351,history,"['histәri]
n.
历史, 历史学, 过去的事(的记载), 来历, 历史记录"
352,party,"['pɑ:ti]
n.
党, 政党, 随行人员, [律]当事人, 社交会"
353,within,"[wið'in]
n.
内部, 里头
adv.
在内部, 在内心里
prep.
在...之内, 不越出
adj.
里面的, 内部的"
354,grow,"[grәu]
vi.
生长, 成长, 渐渐变得, 增长, 增高
vt.
种植, 栽培, 培育"
355,result,"[ri'zʌlt]
n.
结果, 成效, 计算结果
vi.
起因, 由于, 以...为结果, 导致"
356,open,"['әupәn]
n.
公开, 户外, 空旷
adj.
开着的, 敞开的, (车等)无篷的, 开阔的, 营业着的, 公开的, 坦率的, 未决定的
vt.
打开, 公开, 开放
vi.
展开, 开始, 展现"
357,change,"[tʃeindʒ]
n.
改变, 变化, 转变, 找回的零钱, 找头, 辅币
vt.
改变, 变革, 改造, 兑换"
358,morning,"['mɔ:niŋ]
n.
早晨, 上午"
359,walk,"[wɔ:k]
vi.
步, 行, 走
n.
步行, 散步, 步, 行道"
360,reason,"['ri:zn]
n.
理由, 原因, 动机, 理智, 前提
vt.
说服, 推论, 辩论
vi.
推论, 劝说, 思考"
361,low,"[lәu]
n.
低, 低价, 牛叫声
adj.
低的, 浅的, 消沉的, 微弱的, 粗俗的, 卑贱的, 体质弱的
adv.
低下地, 谦卑地, 低声地, 低价地
vi.
牛叫"
362,win,"[win]
v.
(获)胜, 赢得, 劝诱, 取得胜利
n.
赢, 胜利"
363,research,"[ri'sә:tʃ]
n.
研究, 调查
vi.
研究, 调查"
364,girl,"[gә:l]
n.
女孩, 少女, 女仆, (商店等的)女工作人员"
365,guy,"[gai]
n.
家伙, 人"
366,early,"['ә:li]
adj.
早的, 早熟的, 及早的, 早先的, 早期的
adv.
早, 在初期"
367,food,"[fu:d]
n.
食物, 养料"
368,before,"[bi'fɔ:]
adv.
在前, 以前
prep.
在...之前
conj.
在...之前, 与其...宁可"
369,moment,"['mәumәnt]
adj.
片刻的, 瞬间的, 力矩的
n.
瞬间"
370,himself,"[him'self]
pron.
他自己, 他亲自"
371,air,"[єә]
n.
空气, 样子, 天空, 空中, 曲调
vt.
晾干, 使通风, 宣扬, 夸耀, 显示"
372,teacher,"['ti:tʃә]
n.
教师"
373,force,"[fɔ:s]
n.
力量, 武力, 精力, 魄力, 势力, 暴力, [复]军队, 影响力
vt.
强制, 强加, (用武力)夺取, 促使, 推动, 施加压力"
374,offer,"['ɔfә]
n.
出价, 提议, 意图
vt.
提供, 出价, 贡献, 使出现, 企图, 演出
vi.
(机会、时机等)出现, 献祭, 提议"
375,enough,"[i'nʌf]
adj.
足够的, 充足的, 只够做...的
n.
充足, 足够, 很多
adv.
足够地, 充分地
int.
够了!"
376,both,"[bәuθ]
adj.
两者, 双方的
pron.
双方, 两者"
377,education,"[ˏedju(:)'keiʃәn]
n.
教育, 训导, 训练, 培养, 教育学"
378,across,"[ә'krɔs]
adv.
横过, 交叉地, 在对面
prep.
越过, 交叉, 在...的那边, 在...对面那边"
379,although,"[ɔ:l'ðәu]
conj.
虽然, 尽管"
380,remember,"[ri'membә]
vt.
回忆起, 铭记, 纪念
vi.
记得"
381,foot,"[fut]
n.
足, 底部, 英尺, 音步(英诗), 步调, 步兵, 末尾
vt.
走在...上, 支付, 给...换底, 结算
vi.
步行, 跳舞, 总计"
382,second,"['sekәnd]
n.
秒, 片刻, 第二者, 第二人, 助手, 次货, 二等品
adj.
另一个, 又一个
num.
第二
vt.
赞成, 支持"
383,boy,"[bɔi]
n.
男孩, 儿子, 孩子气的人, 男仆"
384,maybe,"['meibi]
adv.
大概, 或许
n.
疑虑"
385,toward,"[tә'wɔ:d]
prep.
向, 对于, 为了
adj.
有希望的, 有利的, 逼近的, 温顺的"
386,able,"['eibl]
adj.
能...的, 有才能的, 能干的, 能够的"
387,age,"[eidʒ]
n.
年龄, 成年, 使用年限, 同时期的人, 时代
v.
变老, 上年纪, 成熟"
388,off,"[ɔ:f, ɔf]
adj.
远的, 空闲的, 不工作的
adv.
离开, 在远方, 离去, 分离, 中断, 完成
prep.
从...离开, 脱离"
389,policy,"['pɔlisi]
n.
政策, 方针"
390,everything,"['evriθiŋ]
pron.
每件事物, 万事"
391,love,"[lʌv]
n.
爱, 热爱, 爱情, 爱好, 性爱, 情人, 零
vt.
爱, 热爱, 爱好, 爱慕
vi.
爱"
392,process,"[prә'ses]
n.
过程, 作用, 方法, 程序, 步骤, 进行, 推移
vt.
加工, 处理"
393,music,"['mju:zik]
n.
音乐, 乐曲"
394,including,"vbl.
包括"
395,consider,"[kәn'sidә]
vt.
考虑, 照顾, 认为"
396,appear,"[ә'piә]
vi.
出现, 看来, 似乎, 公开露面, 出版, 发表"
397,actually,"['æktʃuәli]
adv.
实际上, 事实上, 竟然, 居然, 如今"
398,buy,"[bai]
v.
买
n.
购买, 买卖"
399,probably,"['prɔbәb(ә)li]
adv.
大概, 或许"
400,human,"['hju:mәn]
n.
人, 人类
adj.
人的, 人类的, 人性的, 有同情心的"
401,wait,"[weit]
v.
(～ for)等待, 等候
n.
等待, 等待时间"
402,serve,"[sә:v]
v.
当仆人, 服务, 服役, 供职, 招待, 侍候, 供应, 适合
n.
发球"
403,market,"['mɑ:kit]
n.
市场, 销路, 行情
vt.
在市场上交易, 使上市
vi.
在市场上买卖"
404,die,"[dai]
vi.
死亡, 消逝, 平息, 渴望, 漠然, 熄灭
vt.
死
n.
骰子, 钢型, 硬模, 冲模"
405,send,"[send]
vt.
送, 寄, 发送, 派遣, 打发"
406,expect,"[iks'pekt]
vt.
期待, 预期, 盼望, 指望, <口>(料)想, 认为"
407,home,"[hәum]
n.
家, 住宅, 家乡, 本国, 产地, 避难所
adj.
家庭的, 国内的, 有效的
adv.
在家, 回家, 深入地, 在本国"
408,sense,"[sens]
n.
官能, 感觉, 判断力, 见识, ...感, 意义, 理性
vt.
感到, 理解, 认识"
409,build,"[bild]
v.
建造, 建筑
n.
构造, 体格, 体形"
410,stay,"[stei]
n.
逗留, 延缓, 中止, 支柱
v.
在, 暂住, 坚持, 止住, 抑制, 延缓, 停(下)"
411,fall,"[fɔ:l]
n.
秋天, 落下, 瀑布, 降低, 落差, 采伐量, 堕落, 下降
vi.
倒下, 落下, 来临, 失守, 变成, 垮台, 下跌, 阵亡
vt.
<美><英方>击倒, 砍倒(树木)
adj.
秋天的"
412,oh,"[әu]
int.
[表示惊讶、害怕等] 哦, 哎哟"
413,nation,"['neiʃәn]
n.
国家, 民族"
414,plan,"[plæn]
n.
计划, 设计图, 平面图
vt.
计划, 设计"
415,cut,"[kʌt]
v.
切(割、削), (直线等)相交, 剪, 截, 刺穿, 刺痛, 删节, 开辟
n.
(刀、剑、鞭等的)切削, 削减, 删节, 伤口, 切口"
416,college,"['kɔlidʒ]
n.
(综合大学中的)学院, (独立的)学院, <美>大学, <英>公学, 书院, 高等专科学院, 大学, 学会"
417,interest,"['intrist]
n.
兴趣, 关心, 重要性, 影响, 利息,利益, 利害
vt.
使发生兴趣, 引起...的注意"
418,death,"[deθ]
n.
死, 死亡, 致死的原因, 毁灭, 屠杀"
419,course,"[kɔ:s]
n.
过程, 经过, 进程, 方针, 路线, 跑道, 课程, 一道菜
v.
追猎, 急行, 运行, 流动
学业"
420,someone,"['sʌmwʌn]
pron.
有人, 某人"
421,experience,"[iks'piәriәns]
n.
vt.经验, 体验, 经历, 阅历"
422,behind,"[bi'haind]
adv.
在后地
prep.
在...之后"
423,reach,"[ri:tʃ]
n.
延伸, 区域, 河段, 范围, (车子前后轴的)联接杆, 横风行驶
vt.
到达, 达到, 伸出, 影响
vi.
达到, 延伸, 伸出手, 传开"
424,local,"['lәukәl]
adj.
地方的, 当地的, 局部的, 乡土的
n.
当地居民, 本地新闻, 慢车, 局部"
425,kill,"[kil]
v.
杀死, 毁掉, 杀伤"
426,six,"[siks]
num.
六, 六个"
427,remain,"[ri'mein]
vi.
保持, 逗留, 剩余, 残存"
428,effect,"[i'fekt]
n.
结果, 效果, 作用, 影响, (在视听方面给人流下的)印象
vt.
招致, 实现, 达到(目的等)"
429,use,"[ju:s]
vt.
使用, 利用, 耗费
n.
使用, 利用, 用途, 效用, 使用价值"
430,yeah,"[jɑ:]
adv.
是"
431,suggest,"[sә'dʒest]
vt.
建议, 提出, 使想起, 暗示"
432,class,"[klɑ:s]
n.
班级, 阶级, 社会等级, 种类, (一节)课
vt.
把...分类(或分等级)"
433,control,"[kәn'trol]
n.
控制, 支配, 管理, 调节, 抑制, 控制器, 调节装置
vt.
控制, 支配, 管理(物价等), 操纵, 抑制"
434,raise,"[reiz]
n.
上升, 高地, 提出
vt.
升起, 唤起, 提高, 使出现, 解除, 饲养, 筹集, 使复活"
435,care,"[kєә]
n.
注意, 照料, 烦恼, 忧虑, 由...转交
vi.
关心, 顾虑, 照顾, 喜爱
vt.
在意"
436,perhaps,"[pә'hæps]
adv.
或许, 多半"
437,little,"['litl]
n.
少许, 一会儿, 短时间
adj.
很少的, 矮小的, 短暂的, 琐碎的
adv.
很少, 稍微, 完全不"
438,late,"[leit]
adj.
迟的, 晚(期)的, 已故的, 新近的
adv.
晚, 迟, 最近, 在晚期"
439,hard,"[hɑ:d]
adj.
硬的, 坚固的, (问题, 工作等)困难的, 艰苦的, 猛烈的, 确实的
adv.
努力地, 辛苦地, 坚硬地, 牢固地, 接近地, 猛烈地"
440,field,"[fi:ld]
n.
原野, 旷野, 领域, (一块)田地, 牧场, 域, 战场, 运动场
vt.
把(谷物等)暴晒于场上, 使上场
vi.
担任场外队员
adj.
田间的, 野生的, 野外的, 田赛的
扫描场"
441,else,"[els]
adj.
别的, 其他的
adv.
另外, 其他"
442,pass,"[pɑ:s]
n.
经过, 关口, 途径, 护照, 通行证, 入场券, 传球, 及格
vt.
通过, 审查通过, 忽略, 传递
vi.
经过, 变化, 流通, 宣判, 被忽略, 终止, 传递, 不叫牌"
443,former,"['fɔ:mә]
adj.
从前的, 以前的
n.
形成者, 创造者, 模型, 样板"
444,sell,"[sel]
v.
出售, 卖"
445,major,"['meidʒә]
n.
<美>[教]主修课, [律]成年人, [乐]大调
adj.
主修的, 成年的, 大调的
vi.
主修"
446,sometimes,"['sʌmtaimz]
adv.
不时, 有时"
447,require,"[ri'kwaiә]
vt.
需要, 要求, 命令"
448,along,"[ә'lɔŋ]
adv.
往前, 向前
prep.
顺着, 沿着"
449,development,"[di'velәpmәnt]
n.
发展"
